avg price;overall_rating;name;club;nation;league;position;skills;weakfoot;foot;revision;pac;sho;pas;dri;def;phy
1733;80;Dejan Lovren;Liverpool;Croatia;Premier League;CB;2;4;Right;CL;54;40;59;63;80;78
1500;75;Falaye Sacko;Vitória Guimarães;Mali;Liga NOS;RB;3;3;Right;Normal;92;36;59;72;68;74
867;75;Timo Baumgartl;PSV;Germany;Eredivisie;CB;2;3;Right;Normal;70;34;55;51;76;75
681333;90;Carles Puyol Saforcada;Icons;Spain;Icons;CB;2;3;Right;Icon;72;45;66;58;93;91
983;79;Salomon Kalou;Hertha BSC;Côte d'Ivoire;Bundesliga;LM;4;3;Right;Normal;65;78;74;85;43;59
700;78;Jorge Djaniny Tavares Semedo;Al Ahli;Cape Verde Islands;Saudi Professional League;ST;4;4;Right;Normal;83;74;68;77;35;76
332667;87;Paul Scholes;Icons;England;Icons;CM;3;3;Right;Icon;68;83;90;78;66;76
1000;75;Jonathan Schmid;Sport-Club Freiburg;France;Bundesliga;RB;3;3;Right;Normal;76;64;74;75;69;75
1600;76;Gedson Carvalho Fernandes;SL Benfica;Portugal;Liga NOS;CM;3;3;Right;Normal;79;70;73;76;71;77
6667;83;John Stones;Manchester City;England;Premier League;CB;3;4;Right;CL;68;36;70;72;84;77
767;77;Rubén Sobrino Pozuelo;Valencia CF;Spain;LaLiga Santander;ST;3;4;Right;Normal;81;76;63;76;41;67
39500;85;Allan Marques Loureiro;Napoli;Brazil;Serie A TIM;CM;4;3;Right;CL;75;71;78;84;85;84
500;77;Pontus Wernbloom;PAOK;Sweden;Hellas Liga;CDM;3;3;Right;Normal;54;71;66;67;77;81
27833;86;Samuel Umtiti;FC Barcelona;France;LaLiga Santander;CB;2;3;Left;CL;69;63;69;70;86;82
2400;75;Augusto Solari;Racing Club;Argentina;SAF;RM;3;4;Right;Normal;90;63;72;75;56;75
1267;81;Donny van de Beek;Ajax;Holland;Eredivisie;CAM;3;3;Right;CL;71;78;77;79;71;79
1400;77;Mattia De Sciglio;Piemonte Calcio;Italy;Serie A TIM;RB;3;4;Right;CL;75;46;69;75;77;72
14667;84;Santiago Cazorla González;Villarreal CF;Spain;LaLiga Santander;CAM;4;5;Right;IF;58;76;87;86;67;60
700;78;Diego Laxalt;Torino;Uruguay;Serie A TIM;LM;4;3;Left;;88;63;74;78;62;69
3300;80;Leandro Paredes;Paris Saint-Germain;Argentina;Ligue 1 Conforama;CM;4;4;Right;CL;71;67;81;79;72;74
2567;83;Charles Aránguiz;Bayer 04 Leverkusen;Chile;Bundesliga;CM;3;4;Right;CL;63;72;82;81;74;73
1500;76;Romain Hamouma;AS Saint-Étienne;France;Ligue 1 Conforama;RM;3;4;Right;Normal;67;73;76;78;42;63
2467;83;Idrissa Gueye;Paris Saint-Germain;Senegal;Ligue 1 Conforama;CDM;3;3;Right;Normal;73;59;70;78;85;78
412000;87;Heung Min Son;Tottenham Hotspur;Korea Republic;Premier League;CF;4;5;Right;CL;88;86;80;87;42;68
3700;84;Dušan Tadic;Ajax;Serbia;Eredivisie;CAM;4;3;Left;Normal;68;80;84;85;41;71
23500;85;David Alaba;FC Bayern München;Austria;Bundesliga;LB;3;4;Left;Normal;83;73;81;80;80;76
1500;79;Ben Davies;Tottenham Hotspur;Wales;Premier League;LB;3;3;Left;CL;73;58;75;75;78;74
700;76;Darwin Quintero;Minnesota United FC;Colombia;Major League Soccer;CF;4;3;Right;Normal;86;73;70;80;28;65
400;75;Daniel Bessa;Hellas Verona;Italy;Serie A TIM;CAM;4;4;Right;Normal;63;69;74;78;55;50
650;75;Jeff Hendrick;Burnley;Republic of Ireland;Premier League;RM;3;3;Right;Normal;68;68;74;75;70;75
1333;76;Deniz Türüç;Fenerbahçe SK;Turkey;Süper Lig;RM;4;4;Left;Normal;75;69;78;76;56;69
600;76;Oriol Romeu Vidal;Southampton;Spain;Premier League;CDM;2;3;Right;Normal;45;39;63;63;77;77
1700;79;Dan-Axel Zagadou;Borussia Dortmund;France;Bundesliga;CB;2;3;Left;CL;62;34;61;51;80;80
584000;87;John Barnes;Icons;England;Icons;LW;4;4;Left;Icon;88;83;82;87;40;82
1800;75;Yuto Nagatomo;Galatasaray SK;Japan;Süper Lig;LB;3;5;Right;CL;81;49;66;70;72;65
500;75;Martin Harnik;Hamburger SV;Austria;Bundesliga 2;ST;3;4;Right;;72;74;68;72;46;76
650;76;Ander Iturraspe Derteano;RCD Espanyol;Spain;LaLiga Santander;CM;3;3;Right;Normal;44;63;72;67;76;69
900;77;Bruno González Cabrera;Getafe CF;Spain;LaLiga Santander;CB;2;3;Right;Normal;32;33;51;50;77;79
8800;76;Markel Bergara Larrañaga;Getafe CF;Spain;LaLiga Santander;CDM;3;3;Right;Normal;42;64;72;65;73;72
5900;82;Ricardo Barbosa Pereira;Leicester City;Portugal;Premier League;RB;3;4;Right;Normal;86;64;77;81;79;73
817;79;Javier Pastore;Roma;Argentina;Serie A TIM;CM;4;4;Right;Normal;62;73;81;81;56;58
1200;75;Lucas Olaza;RC Celta;Uruguay;LaLiga Santander;LB;3;3;Left;Normal;79;71;72;73;71;70
900;81;Luiz Gustavo Dias;Fenerbahçe SK;Brazil;Süper Lig;CDM;3;3;Left;Normal;58;60;69;70;80;82
500;75;Odil Akhmedov;Shanghai SIPG FC;Uzbekistan;CSL;CM;3;3;Right;Normal;70;71;72;71;71;72
2133;78;Álvaro González Soberón;Olympique de Marseille;Spain;Ligue 1 Conforama;CB;2;3;Right;Normal;71;33;55;58;77;78
700;76;Jay Rodriguez;Burnley;England;Premier League;ST;3;4;Right;Normal;72;74;68;72;41;68
500;76;Teun Koopmeiners;AZ;Holland;Eredivisie;CDM;3;2;Left;Normal;68;67;74;71;74;76
3600;79;Achraf Hakimi;Borussia Dortmund;Morocco;Bundesliga;LB;3;2;Right;Normal;92;62;72;80;74;74
800;75;Eric Fernando Botteghin;Feyenoord;Brazil;Eredivisie;CB;2;2;Right;Normal;33;35;45;52;75;82
57833;86;Roberto Firmino Barbosa de Oliveira;Liverpool;Brazil;Premier League;CF;4;4;Right;Normal;77;82;80;87;61;78
933;78;Josef de Souza Dias;Al Ahli;Brazil;Saudi Professional League;CDM;3;4;Right;Normal;68;63;70;73;78;84
2900;83;Corentin Tolisso;FC Bayern München;France;Bundesliga;CM;3;3;Right;Normal;69;77;79;78;76;79
140333;86;Leroy Sané;Manchester City;Germany;Premier League;LW;4;3;Left;CL;95;81;79;86;38;70
1200;76;Oscar Wendt;Borussia Mönchengladbach;Sweden;Bundesliga;LB;3;3;Left;Normal;70;62;74;74;74;70
1833;80;Simone Zaza;Torino;Italy;Serie A TIM;ST;4;3;Left;Normal;76;79;62;77;50;84
700;76;Timothy Castagne;Atalanta;Belgium;Serie A TIM;LM;3;3;Right;Normal;82;56;69;74;73;68
883;79;Dante Bonfim Costa Santos;OGC Nice;Brazil;Ligue 1 Conforama;CB;2;4;Left;Normal;36;52;67;64;80;76
1933;77;Guido Burgstaller;FC Schalke 04;Austria;Bundesliga;ST;3;5;Right;Normal;67;76;66;72;38;84
2267;79;Mikel Merino Zazón;Real Sociedad;Spain;LaLiga Santander;CM;3;3;Left;Normal;69;73;77;79;71;74
2433;80;Mathieu Valbuena;Olympiacos CFP;France;Hellas Liga;LM;3;3;Right;Normal;77;75;80;82;34;48
691667;87;Gianfranco Zola;Icons;Italy;Icons;CF;4;4;Right;Icon;88;87;85;90;41;64
350;75;José Juan Vázquez;Santos Laguna;Mexico;LIGA Bancomer MX;CDM;2;3;Right;Normal;74;53;68;67;74;70
817;75;Éder Macedo Lopes;Lokomotiv Moscow;Portugal;League of Russia;ST;3;4;Right;CL;76;73;59;68;41;79
700;76;Anthony Nwakaeme;Trabzonspor;Nigeria;Süper Lig;LM;3;4;Right;Normal;81;74;70;79;33;73
1267;80;Valentin Rongier;Olympique de Marseille;France;Ligue 1 Conforama;CM;3;4;Right;;64;73;76;80;75;62
1267;82;Andrea Belotti;Torino;Italy;Serie A TIM;ST;3;5;Right;Normal;77;81;57;77;41;82
950;75;Cristiano Biraghi;Inter;Italy;Serie A TIM;LB;3;3;Left;Normal;76;55;68;71;74;70
1000;77;Christopher Nkunku;RB Leipzig;France;Bundesliga;CM;3;3;Right;Normal;77;74;75;80;69;65
850;75;Robin Quaison;1. FSV Mainz 05;Sweden;Bundesliga;CF;3;3;Right;Normal;77;73;69;78;51;70
750;77;Razvan Marin;Ajax;Romania;Eredivisie;CM;4;4;Right;CL;69;74;78;75;65;70
617;76;Manuel Locatelli;Sassuolo;Italy;Serie A TIM;CDM;3;3;Right;Normal;60;63;74;73;75;70
3467;80;Danny Rose;Tottenham Hotspur;England;Premier League;LB;3;3;Left;CL;77;62;74;79;80;75
700;76;Lautaro Acosta;Club Atlético Lanús;Argentina;SAF;LW;4;4;Right;Normal;92;70;67;80;45;63
2767;83;Alvaro Borja Morata Martín;Atlético Madrid;Spain;LaLiga Santander;ST;3;4;Right;CL;81;79;71;79;31;72
3933;84;Luis Miguel Afonso Fernandes;SL Benfica;Portugal;Liga NOS;RM;3;4;Right;CL;77;77;84;81;63;68
2033;77;Milton Casco;Núñez;Argentina;SAF;LB;3;4;Right;Normal;86;68;71;77;71;78
2149333;89;Johan Cruyff;Icons;Holland;Icons;CF;5;5;Right;Icon;92;87;85;92;40;70
533;76;Maxi Moralez;New York City FC;Argentina;Major League Soccer;CAM;4;4;Right;Normal;73;71;74;77;52;50
197333;87;Miroslav Klose;Icons;Germany;Icons;ST;3;4;Right;Icon;77;85;73;78;41;70
13333;80;Islam Slimani;AS Monaco Football Club SA;Algeria;Ligue 1 Conforama;ST;2;3;Right;IF;57;79;73;73;50;84
1767;80;Kevin Vogt;TSG 1899 Hoffenheim;Germany;Bundesliga;CB;2;3;Right;Normal;73;57;71;67;80;79
12500;86;Thomas Müller;FC Bayern München;Germany;Bundesliga;CAM;3;4;Right;CL;72;83;79;78;55;71
1166333;90;Kylian Mbappé;Paris Saint-Germain;France;Ligue 1 Conforama;LW;5;4;Right;IF;97;86;80;91;40;76
1167;75;Rémi Oudin;Stade de Reims;France;Ligue 1 Conforama;RM;3;3;Left;Normal;76;73;72;74;32;68
1067;80;Šime Vrsaljko;Atlético Madrid;Croatia;LaLiga Santander;RB;3;3;Right;CL;77;55;74;75;79;77
397667;88;Alessandro Nesta;Icons;Italy;Icons;CB;2;3;Right;Icon;70;40;63;65;90;85
900;75;Luiz Araújo;LOSC Lille;Brazil;Ligue 1 Conforama;LM;3;2;Left;Normal;89;63;68;79;38;52
750;75;Alfredo Donnarumma;Brescia;Italy;Serie A TIM;ST;3;3;Right;Normal;84;76;59;73;36;62
600;75;Mattia Destro;Bologna;Italy;Serie A TIM;ST;4;3;Right;Normal;70;72;59;74;29;62
2300;77;Jorge Meré Pérez;1. FC Köln;Spain;Bundesliga;CB;2;3;Right;Normal;68;30;54;65;78;73
800;75;Davide Santon;Roma;Italy;Serie A TIM;RB;3;3;Right;Normal;67;58;71;73;74;69
900;81;Sebastian Giovinco;Al Hilal;Italy;Saudi Professional League;CF;4;4;Right;Normal;81;79;79;87;27;56
53333;87;Ángel Di María;Paris Saint-Germain;Argentina;Ligue 1 Conforama;RW;5;2;Left;IF;85;82;85;88;49;69
11250;86;Leonardo Bonucci;Piemonte Calcio;Italy;Serie A TIM;CB;2;4;Right;Normal;58;58;69;71;87;79
1033;76;Tyler Adams;RB Leipzig;United States;Bundesliga;CDM;3;3;Right;CL;76;48;67;73;73;75
12167;82;Florent Mollet;Montpellier Hérault SC;France;Ligue 1 Conforama;CAM;4;4;Right;IF;80;78;83;83;55;63
500;77;Jack Grealish;Aston Villa;England;Premier League;CAM;4;3;Right;Normal;75;66;74;80;41;59
8500;85;Blaise Matuidi;Piemonte Calcio;France;Serie A TIM;CDM;2;2;Left;Normal;75;66;76;78;83;81
500;76;João Maria Palhinha Gonçalves;SC Braga;Portugal;Liga NOS;CDM;2;4;Right;Normal;40;51;65;68;76;80
500;75;Alexander Ring;New York City FC;Finland;Major League Soccer;CDM;3;3;Right;Normal;74;65;70;73;73;76
731000;86;Ousmane Dembélé;FC Barcelona;France;LaLiga Santander;RW;5;5;Left;UCL LIVE;94;83;83;88;39;60
867;75;Zainadine Chavango Júnior;CS Marítimo;Mozambique;Liga NOS;CB;2;3;Right;Normal;69;41;56;62;75;76
917;80;Lars Stindl;Borussia Mönchengladbach;Germany;Bundesliga;CF;4;4;Right;Normal;66;80;78;79;59;72
2400;80;Marcel Halstenberg;RB Leipzig;Germany;Bundesliga;LB;3;3;Left;CL;69;66;72;72;80;80
795333;88;Marcel Desailly;Icons;France;Icons;CDM;2;3;Right;Icon;83;54;69;67;88;88
800;77;M'Baye Niang;Stade Rennais FC;Senegal;Ligue 1 Conforama;ST;3;4;Right;Normal;89;76;68;80;31;65
1200;76;Hugo Miguel Almeida Costa Lopes;Kayserispor;Portugal;Süper Lig;RB;3;4;Right;Normal;77;50;68;71;74;78
800;81;Granit Xhaka;Arsenal;Switzerland;Premier League;CM;3;3;Left;Normal;51;67;81;71;69;78
700;78;Ayoze Pérez Gutiérrez;Leicester City;Spain;Premier League;CF;4;4;Right;Normal;76;75;67;81;54;66
700;77;Lasse Schøne;Genoa;Denmark;Serie A TIM;CM;3;3;Right;Normal;48;74;81;76;63;62
32000;85;Rodrigo Hernández Cascante;Manchester City;Spain;Premier League;CDM;3;4;Right;OTW;67;68;77;78;82;80
733;75;Kenneth Omeruo;CD Leganés;Nigeria;LaLiga Santander;CB;2;3;Right;Normal;70;32;50;58;73;78
96333;88;Raheem Sterling;Manchester City;England;Premier League;RW;4;3;Right;Normal;93;79;78;89;45;57
517;75;Nicolás Domínguez;Vélez Sarsfield;Argentina;SAF;CM;3;4;Right;Normal;79;63;70;73;70;78
600;76;Mato Jajalo;Udinese;Bosnia and Herzegovina;Serie A TIM;CM;3;3;Right;Normal;66;66;74;78;73;79
273000;90;Mohamed Salah;Liverpool;Egypt;Premier League;RW;4;3;Left;CL;93;86;81;89;45;74
3800;76;Diogo Filipe Guerreiro Viana;SC Braga;Portugal;Liga NOS;RB;4;3;Right;Normal;84;65;73;78;71;65
800;77;Alan Kardec de Sousa Pereira Jr;Chongqing Lifan FC;Brazil;CSL;ST;3;3;Right;Normal;73;76;64;70;34;74
750;76;Robin Gosens;Atalanta;Germany;Serie A TIM;LM;3;3;Left;Normal;79;65;72;74;72;77
1733;81;Matthias Ginter;Borussia Mönchengladbach;Germany;Bundesliga;CB;2;3;Right;Normal;62;58;69;65;82;77
9300;85;James Rodríguez;Real Madrid;Colombia;LaLiga Santander;CAM;4;2;Left;CL;55;86;87;86;50;63
3500;83;Florian Thauvin;Olympique de Marseille;France;Ligue 1 Conforama;RW;4;3;Left;Normal;83;80;81;83;41;69
1167;80;Nicolò Barella;Inter;Italy;Serie A TIM;CM;3;3;Right;CL;76;66;78;80;74;69
933;77;Klaas-Jan Huntelaar;Ajax;Holland;Eredivisie;ST;2;3;Right;Normal;53;80;63;66;35;70
650;76;Ignacio Pussetto;Udinese;Argentina;Serie A TIM;ST;3;4;Right;Normal;80;74;62;77;25;65
883;78;Marten de Roon;Atalanta;Holland;Serie A TIM;CM;3;3;Right;CL;65;68;72;73;79;79
1100;80;Kieran Trippier;Atlético Madrid;England;LaLiga Santander;RB;3;4;Right;Normal;74;60;81;76;78;72
950;76;Hasan Ali Kaldirim;Fenerbahçe SK;Turkey;Süper Lig;LB;3;2;Left;Normal;74;56;68;71;74;72
750;76;Timothée Kolodziejczak;AS Saint-Étienne;France;Ligue 1 Conforama;CB;2;2;Left;Normal;77;37;67;61;76;79
1400;81;Willi Orban;RB Leipzig;Hungary;Bundesliga;CB;2;3;Right;Normal;52;37;52;56;82;80
3667;75;Germán Conti;SL Benfica;Argentina;Liga NOS;CB;2;2;Right;Normal;66;38;53;49;76;74
2267;83;Éver Banega;Sevilla FC;Argentina;LaLiga Santander;CDM;4;4;Right;Normal;61;73;84;82;77;70
667;77;Patrik Hrošovský;KRC Genk;Slovakia;Belgium Pro League;CM;3;3;Right;CL;71;68;76;76;70;68
2167;83;Luka Jovic;Real Madrid;Serbia;LaLiga Santander;ST;3;5;Right;CL;77;82;68;81;29;74
28833;84;Karim Bellarabi;Bayer 04 Leverkusen;Germany;Bundesliga;RM;4;3;Right;IF;93;78;78;86;36;73
11750;83;Davinson Sánchez;Tottenham Hotspur;Colombia;Premier League;CB;2;3;Right;Normal;74;45;57;67;83;81
581667;87;Claude Makélélé;Icons;France;Icons;CDM;3;3;Right;Icon;78;47;77;77;86;85
4033;83;Ezequiel Garay;Valencia CF;Argentina;LaLiga Santander;CB;2;3;Right;Normal;43;60;67;62;82;81
1633;82;Kerem Demirbay;Bayer 04 Leverkusen;Germany;Bundesliga;CM;4;4;Left;CL;67;74;82;84;64;70
3000;82;Simon Kjær;Atalanta;Denmark;Serie A TIM;CB;2;3;Right;;65;55;63;56;81;78
1333;78;Nadiem Amiri;Bayer 04 Leverkusen;Germany;Bundesliga;CAM;4;3;Right;CL;73;67;76;82;54;64
2100;82;Vedran Corluka;Lokomotiv Moscow;Croatia;League of Russia;CB;3;3;Right;Normal;58;49;65;68;81;82
783;75;Hillal Soudani;Olympiacos CFP;Algeria;Hellas Liga;ST;4;4;Left;CL;72;75;69;75;43;67
1167;75;Mason Mount;Chelsea;England;Premier League;CAM;3;4;Right;CL;71;68;74;76;46;53
939000;89;Steven Gerrard;Icons;England;Icons;CM;3;3;Right;Icon;80;86;88;84;75;80
1333;82;Santiago Cazorla González;Villarreal CF;Spain;LaLiga Santander;CM;4;5;Right;Normal;56;73;85;84;65;58
102000;87;Iago Aspas Juncal;RC Celta;Spain;LaLiga Santander;ST;3;3;Left;Halloween;86;86;87;87;37;68
5467;84;Leon Goretzka;FC Bayern München;Germany;Bundesliga;CM;3;4;Right;Normal;81;77;80;81;75;79
11417;75;Maicol Balanta;Independiente Santa Fe;Colombia;Liga Dimayor;RM;3;3;Right;IF;83;71;71;75;49;76
1467;78;Oleksandr Zinchenko;Manchester City;Ukraine;Premier League;LB;3;3;Left;CL;71;66;80;79;77;66
950;77;Facundo Ferreyra;RCD Espanyol;Argentina;LaLiga Santander;ST;3;3;Right;Normal;65;76;59;75;31;68
2100;83;Rodrigo Moreno Machado;Valencia CF;Spain;LaLiga Santander;ST;4;3;Left;Normal;90;80;74;81;44;70
2200;78;Omar Mascarell González;FC Schalke 04;Spain;Bundesliga;CDM;3;5;Right;Normal;63;61;72;76;74;76
206333;85;Anderson Luís de Souza;Icons;Portugal;Icons;CAM;4;3;Right;Icon;78;78;87;85;45;65
600;76;Tom Cleverley;Watford;England;Premier League;CM;3;3;Right;Normal;64;69;75;73;61;62
6133;82;Jérôme Roussillon;VfL Wolfsburg;France;Bundesliga;LB;3;3;Left;Normal;89;65;76;80;78;78
1600;82;Mario Götze;Borussia Dortmund;Germany;Bundesliga;CF;4;4;Right;Normal;71;78;85;86;56;70
1546333;89;Sadio Mané;Liverpool;Senegal;Premier League;LW;4;4;Right;UCL LIVE;95;84;80;89;45;76
850;76;Weston McKennie;FC Schalke 04;United States;Bundesliga;CM;3;3;Right;Normal;68;64;69;74;76;83
264000;85;Adama Traoré Diarra;Wolverhampton Wanderers;Spain;Premier League;RW;4;2;Right;Halloween;98;80;78;87;42;83
63500;84;David Neres Campos;Ajax;Brazil;Eredivisie;LW;5;3;Left;UCL LIVE;88;78;78;89;40;70
717;76;Robbie Brady;Burnley;Republic of Ireland;Premier League;LM;4;3;Left;Normal;72;72;76;76;66;63
590667;89;Paulo Dybala;Piemonte Calcio;Argentina;Serie A TIM;CAM;4;3;Left;UCL LIVE;85;84;85;91;44;66
12167;86;Daniel Parejo Muñoz;Valencia CF;Spain;LaLiga Santander;CM;3;4;Right;CL;41;80;88;79;70;69
1000;76;Rúben Afonso Borges Semedo;Olympiacos CFP;Portugal;Hellas Liga;CB;2;3;Right;CL;68;52;54;64;74;77
11333;79;Mislav Oršic;GNK Dinamo Zagreb;Croatia;Croatia Liga;LM;3;4;Right;IF;93;84;74;81;56;66
700;76;Ryan Donk;Galatasaray SK;Holland;Süper Lig;CDM;3;2;Right;Normal;60;64;68;70;74;85
500;78;Mbaye Diagne;Club Brugge KV;Senegal;Belgium Pro League;ST;3;4;Right;;65;78;58;62;32;74
2467;79;Alexandr Golovin;AS Monaco Football Club SA;Russia;Ligue 1 Conforama;CAM;4;4;Right;Normal;81;71;75;82;65;67
1200;77;Lucas Ocampos;Sevilla FC;Argentina;LaLiga Santander;LM;4;3;Right;Normal;83;73;72;75;61;84
500;76;Diego Castro Giménez;Perth Glory;Spain;Hyundai A-League;CAM;4;4;Right;Normal;63;72;72;80;44;58
700;78;Danny Welbeck;Watford;England;Premier League;ST;3;3;Right;Normal;77;74;70;76;43;74
711333;87;Marcel Desailly;Icons;France;Icons;CB;2;3;Right;Icon;84;47;61;61;85;87
1467;75;Fin Bartels;SV Werder Bremen;Germany;Bundesliga;RM;4;3;Right;Normal;73;70;73;79;44;48
4600;82;Filip Kostic;Eintracht Frankfurt;Serbia;Bundesliga;LM;3;2;Left;Normal;87;76;77;81;67;78
783;80;Hans Vanaken;Club Brugge KV;Belgium;Belgium Pro League;CAM;4;5;Right;Normal;48;76;81;77;65;73
700;79;Fabian Schär;Newcastle United;Switzerland;Premier League;CB;2;4;Right;Normal;62;66;71;69;80;75
667;78;Hugo Mallo Novegil;RC Celta;Spain;LaLiga Santander;RB;3;3;Right;Normal;68;39;69;73;75;74
1200;78;Karim Rekik;Hertha BSC;Holland;Bundesliga;CB;2;2;Left;Normal;67;39;59;63;78;77
550;75;Sebastián Cristóforo;Fiorentina;Uruguay;Serie A TIM;CDM;3;3;Right;Normal;57;58;67;69;72;69
850;78;Jean-Paul Boëtius;1. FSV Mainz 05;Holland;Bundesliga;CAM;4;4;Right;Normal;85;70;74;80;42;64
1233;81;Marcelo Brozovic;Inter;Croatia;Serie A TIM;CDM;3;4;Right;CL;64;73;79;80;76;73
817;79;Kenny Lala;RC Strasbourg Alsace;France;Ligue 1 Conforama;RWB;3;3;Right;Normal;79;54;76;77;74;76
2800;77;Loïc Rémy;LOSC Lille;France;Ligue 1 Conforama;ST;4;3;Right;CL;74;77;66;73;37;68
700;75;Avilés Hurtado;Monterrey;Colombia;LIGA Bancomer MX;ST;3;4;Right;Normal;91;73;68;78;47;70
2833;75;Kieran Gibbs;West Bromwich Albion;England;EFL Championship;LB;3;2;Left;Normal;77;56;69;73;73;71
683;75;Takumi Minamino;FC Red Bull Salzburg;Japan;Österreichische Fußball-Bundesliga;CAM;3;4;Right;CL;89;72;67;79;41;65
650;77;Andrea Poli;Bologna;Italy;Serie A TIM;CM;3;3;Right;Normal;70;65;75;78;72;66
650;77;Marco Benassi;Fiorentina;Italy;Serie A TIM;CM;3;3;Right;Normal;64;71;75;76;72;74
317333;91;Eden Hazard;Real Madrid;Belgium;LaLiga Santander;LW;4;4;Right;CL;91;83;86;94;35;66
1100;77;Rubén Sobrino Pozuelo;Valencia CF;Spain;LaLiga Santander;ST;3;4;Right;CL;81;76;63;76;41;67
717;79;Andreas Samaris;SL Benfica;Greece;Liga NOS;CDM;2;3;Right;Normal;57;66;70;70;79;84
700;77;Dominic Calvert-Lewin;Everton;England;Premier League;ST;3;3;Right;Normal;84;70;63;75;38;79
650;77;Mahmoud Hassan;Aston Villa;Egypt;Premier League;LW;4;5;Right;Normal;84;74;73;79;35;65
3900;75;Cristian Borja;Sporting CP;Colombia;Liga NOS;LB;3;2;Left;Normal;86;49;65;69;71;71
650;77;Pierre-Emile Højbjerg;Southampton;Denmark;Premier League;CM;3;4;Right;Normal;61;70;74;74;73;79
1400;75;Germán Conti;SL Benfica;Argentina;Liga NOS;CB;2;2;Right;CL;66;38;53;49;76;74
2000;83;Borja Iglesias Quintas;Real Betis;Spain;LaLiga Santander;ST;3;3;Right;Normal;67;83;63;77;35;82
8200;85;Saúl Ñíguez Esclápez;Atlético Madrid;Spain;LaLiga Santander;CM;3;4;Left;Normal;70;78;79;81;78;78
650;75;William Vainqueur;Toulouse Football Club;France;Ligue 1 Conforama;CDM;3;3;Right;Normal;65;57;67;71;72;81
605333;92;Kevin De Bruyne;Manchester City;Belgium;Premier League;CM;4;5;Right;IF;77;88;93;88;62;80
3700;83;Arkadiusz Milik;Napoli;Poland;Serie A TIM;ST;4;3;Left;CL;69;85;64;76;39;74
1900;80;Francis Coquelin;Valencia CF;France;LaLiga Santander;CM;3;3;Right;CL;70;66;75;78;78;77
750;76;Dimitrios Siovas;CD Leganés;Greece;LaLiga Santander;CB;2;3;Left;Normal;32;44;56;61;74;82
251667;87;Filippo Inzaghi;Icons;Italy;Icons;ST;3;3;Right;Icon;81;88;67;82;35;67
650;78;Samir Nasri;RSC Anderlecht;France;Belgium Pro League;CAM;4;4;Right;Normal;72;72;76;80;37;51
1333;75;Yuto Nagatomo;Galatasaray SK;Japan;Süper Lig;LB;3;5;Right;Normal;81;49;66;70;72;65
2533;81;Thiago Henrique Mendes Ribeiro;Olympique Lyonnais;Brazil;Ligue 1 Conforama;CDM;4;3;Right;CL;78;70;78;79;77;74
700;76;Luciano Acosta;D.C. United;Argentina;Major League Soccer;CAM;5;3;Right;Normal;81;67;71;80;46;61
11167;78;Henok Goitom;AIK;Eritrea;Allsvenskan;ST;3;2;Right;IF;62;78;73;75;51;81
24750;87;Fernando Luiz Rosa;Manchester City;Brazil;Premier League;CDM;3;4;Right;CL;66;74;79;79;84;79
2033;82;Marlos Romero Bonfim;Shakhtar Donetsk;Ukraine;Ukraine Liga;RM;5;3;Left;CL;83;78;79;86;46;73
817;78;Steven Defour;Royal Antwerp FC;Belgium;Belgium Pro League;CM;3;3;Right;;60;71;78;77;74;68
11000;78;Amir Rrahmani;Hellas Verona;Kosovo;Serie A TIM;CB;2;4;Right;IF;68;59;57;66;77;84
633;79;Jonathan Castro Otto;Wolverhampton Wanderers;Spain;Premier League;LWB;4;3;Right;Normal;77;52;70;75;78;70
600;76;Jack Cork;Burnley;England;Premier League;CM;3;4;Right;Normal;47;62;73;71;76;80
3700;83;Sami Khedira;Piemonte Calcio;Germany;Serie A TIM;CM;2;4;Right;CL;51;74;78;78;80;80
11417;82;Lewis Dunk;Brighton & Hove Albion;England;Premier League;CB;2;3;Right;IF;50;43;61;65;83;81
750;76;Jules Koundé;Sevilla FC;France;LaLiga Santander;CB;2;3;Right;Normal;70;31;48;63;78;69
900;75;Jonatan Soriano Casas;Girona FC;Spain;LaLiga 1 I 2 I 3;ST;4;3;Right;Normal;58;78;73;77;32;66
1300;78;Denzel Dumfries;PSV;Holland;Eredivisie;RB;3;3;Right;Normal;80;50;66;71;76;87
767;77;Cristiano Piccini;Valencia CF;Italy;LaLiga Santander;RB;3;2;Right;Normal;77;42;66;73;76;76
817;76;Stefano Denswil;Bologna;Holland;Serie A TIM;CB;3;4;Left;Normal;46;57;66;65;76;74
1700;80;Givanildo Vieira de Souza;Shanghai SIPG FC;Brazil;CSL;RM;4;3;Left;Normal;78;85;76;80;47;86
16500;85;Marcelo Vieira da Silva;Real Madrid;Brazil;LaLiga Santander;LB;5;4;Left;Normal;81;74;83;89;77;79
800;76;Robin Gosens;Atalanta;Germany;Serie A TIM;LM;3;3;Left;CL;79;65;72;74;72;77
883;75;Gonzalo Montiel;Núñez;Argentina;SAF;RB;3;3;Right;Normal;84;49;64;69;72;80
650;75;Diego Buonanotte;Universidad Católica;Argentina;Campeonato Scotiabank;CAM;4;4;Left;Normal;84;67;72;78;30;39
27750;80;Ferland Mendy;Real Madrid;France;LaLiga Santander;LB;4;5;Left;CL;89;64;73;79;75;81
44583;89;Luis Suárez;FC Barcelona;Uruguay;LaLiga Santander;ST;3;4;Right;CL;73;89;80;84;51;84
