avg price;overall_rating;nation;league;skills;weakfoot;revision;pac;sho;pas;dri;def;phy
11000;78;Kosovo;Serie A TiM;2;4;iF;68;59;57;66;77;84
1500;83;Serbia;LaLiga Santander;3;5;Normal;77;82;68;81;29;74
4600;82;France;Ligue 1 Conforama;2;3;CL;75;39;67;68;81;83
700;77;Ghana;CSL;4;3;Normal;94;76;67;79;51;75
32000;85;Spain;Premier League;3;4;OTW;67;68;77;78;82;80
1400;81;Scotland;Premier League;3;4;Normal;90;73;78;83;46;61
2167;83;Spain;LaLiga Santander;2;4;Normal;73;82;64;76;49;85
600;75;Belgium;Belgium Pro League;3;4;Normal;74;75;72;77;48;70
1700;77;Serbia;Bundesliga;2;3;Normal;50;45;52;48;80;76
2167;80;Argentina;Premier League;4;2;CL;75;77;79;82;51;72
590667;89;Argentina;Serie A TiM;4;3;UCL LiVE;85;84;85;91;44;66
567;76;Serbia;Serie A TiM;2;3;Normal;55;59;72;68;73;77
900;81;Austria;Bundesliga;3;4;Normal;74;80;76;79;57;77
917;75;Côte d'ivoire;Serie A TiM;3;4;Normal;72;67;69;76;68;75
667;77;Argentina;SAF;4;4;Normal;70;77;72;81;31;67
850;75;Colombia;Belgium Pro League;2;3;CL;70;28;54;60;74;76
633;75;France;Ligue 1 Conforama;3;3;Normal;50;59;76;72;69;71
56167;85;Wales;LaLiga Santander;4;3;Normal;91;87;82;82;58;76
900;80;Argentina;Premier League;4;3;Normal;77;72;78;85;32;50
2900;80;England;Premier League;3;3;CL;81;30;64;68;79;76
700;76;Spain;LaLiga Santander;4;3;Normal;75;68;73;78;61;62
950;79;Brazil;Serie A TiM;4;2;Normal;76;75;75;81;60;77
1367;80;Switzerland;Serie A TiM;3;3;Normal;70;67;79;76;78;74
11750;81;England;Premier League;3;3;iF;79;80;61;76;35;74
633;80;Spain;LaLiga Santander;3;4;Normal;77;79;69;78;53;72
933;82;Russia;League of Russia;3;3;Normal;82;60;74;78;81;79
500;75;Greece;Hellas Liga;4;3;Normal;80;69;74;76;37;49
5800;83;Brazil;Premier League;3;3;Normal;61;65;74;71;82;77
9067;85;Spain;LaLiga Santander;3;4;CL;70;78;79;81;78;78
1133;76;Germany;Bundesliga;3;3;Normal;67;57;72;75;68;70
933;79;Brazil;Saudi Professional League;3;3;Normal;70;67;73;76;74;77
633;75;Denmark;Serie A TiM;3;3;Normal;61;67;69;69;70;74
290000;85;Nigeria;icons;5;4;icon;88;80;79;92;37;59
1100;75;Côte d'ivoire;Ligue 1 Conforama;3;3;Normal;81;48;68;77;70;73
18833;85;Holland;Eredivisie;3;3;iF;56;66;83;79;85;76
4533;82;Belgium;Ligue 1 Conforama;3;4;CL;79;75;77;75;78;84
750;76;Spain;Premier League;3;4;Normal;77;61;71;72;73;69
42667;82;Mexico;Serie A TiM;4;3;OTW;93;76;73;83;41;66
2167;78;Portugal;Ligue 1 Conforama;2;3;Normal;63;36;50;62;80;79
4800;78;Argentina;Liga NOS;3;2;Normal;90;41;68;76;73;79
600;77;Morocco;Hellas Liga;3;4;CL;71;78;67;81;37;66
12917;83;Portugal;Major League Soccer;5;5;iF;75;80;82;87;41;66
1400;81;Brazil;Liga NOS;2;2;Normal;55;42;54;54;82;79
1467;76;Argentina;LiGA Bancomer MX;2;3;Normal;46;46;59;60;74;82
1500;77;italy;Premier League;3;3;CL;79;59;68;78;74;62
633;80;France;Premier League;3;3;Normal;52;71;74;73;78;77
14417;79;Argentina;LiGA Bancomer MX;3;3;iF;85;77;75;79;51;77
1333;79;Turkey;Bundesliga;2;4;Normal;71;37;62;67;80;74
650;77;Denmark;Premier League;3;4;Normal;61;70;74;74;73;79
28000;84;Uruguay;Serie A TiM;4;3;Halloween;90;83;85;80;64;71
983;77;Morocco;Eredivisie;3;3;Normal;81;59;72;80;72;69
683;75;France;Premier League;3;3;Normal;75;73;66;72;41;69
500;75;Chile;LiGA Bancomer MX;4;3;Normal;79;68;72;74;52;70
6000;84;Portugal;Liga NOS;2;3;Normal;67;51;57;61;85;85
500;75;England;Premier League;3;3;Normal;66;62;73;75;65;69
700;77;Nigeria;CSL;4;3;Normal;84;72;56;78;36;79
411667;88;Finland;icons;3;4;icon;83;89;81;83;33;64
650;75;Chile;Campeonato Scotiabank;3;4;Normal;90;63;71;79;64;64
11583;81;Brazil;Saudi Professional League;3;4;iF;74;82;80;78;65;78
867;79;Tunisia;Ligue 1 Conforama;4;4;Normal;76;80;77;79;43;68
2433;80;France;Hellas Liga;3;3;Normal;77;75;80;82;34;48
9300;84;Brazil;Premier League;4;4;Normal;89;77;79;88;55;61
6233;77;Belgium;Belgium Pro League;2;4;Normal;63;35;47;57;81;75
57500;87;Spain;LaLiga Santander;3;3;CL;90;69;81;83;79;73
600;75;Montenegro;LaLiga Santander;3;3;Normal;55;51;66;68;75;77
1467;78;Ukraine;Premier League;3;3;CL;71;66;80;79;77;66
500;76;Japan;LaLiga 1 i 2 i 3;4;3;Normal;68;68;75;76;68;64
1200;78;Portugal;Liga NOS;2;2;Normal;54;43;56;64;80;76
500;75;Hungary;EFL Championship;3;5;Normal;70;54;76;79;72;61
113333;86;Argentina;Serie A TiM;4;4;iF;90;80;83;87;40;56
767;78;Spain;LaLiga Santander;4;4;Normal;63;74;78;75;67;67
600;76;England;Premier League;3;4;Normal;78;69;75;78;50;57
34000;83;Denmark;LaLiga Santander;3;3;UCL LiVE;76;82;84;82;80;78
617;75;italy;Serie A TiM;3;4;Normal;69;69;58;73;28;75
933;78;Brazil;Saudi Professional League;3;4;Normal;68;63;70;73;78;84
1733;75;Uruguay;Bundesliga;3;3;Normal;77;65;72;74;72;72
1282333;93;Portugal;Serie A TiM;5;4;CL;90;93;82;89;35;78
750;78;Germany;Premier League;4;4;Normal;58;72;82;74;60;72
750;77;Germany;Serie A TiM;4;2;Normal;76;58;70;86;37;56
600;77;italy;Serie A TiM;3;4;Normal;59;58;79;76;65;66
750;76;France;LaLiga Santander;2;3;Normal;70;31;48;63;78;69
14583;83;Brazil;Premier League;4;4;Normal;92;79;76;87;42;66
1433;79;Brazil;Premier League;4;4;Normal;76;73;75;80;74;69
1333;77;Algeria;Bundesliga;3;3;Normal;67;50;68;70;77;80
22917;88;Uruguay;Serie A TiM;2;3;CL;60;48;64;63;89;83
3000;82;Denmark;Serie A TiM;2;3;;65;55;63;56;81;78
1000;79;Russia;LaLiga Santander;3;4;CL;77;79;78;77;55;67
1100;82;italy;Serie A TiM;4;4;Normal;76;82;73;79;24;76
1117;79;Germany;Premier League;2;3;Normal;60;57;63;62;77;77
650;76;Senegal;LaLiga Santander;4;4;Normal;87;70;67;81;46;66
1900;78;Spain;LaLiga Santander;2;3;Normal;54;60;67;66;78;78
950;75;Portugal;Serie A TiM;4;4;Normal;87;72;64;75;27;71
14583;84;Hungary;Bundesliga;2;3;iF;55;41;57;59;85;83
1267;82;Uruguay;Liga NOS;2;3;Normal;54;43;55;60;83;85
681333;90;Spain;icons;2;3;icon;72;45;66;58;93;91
1500;78;France;Ligue 1 Conforama;2;3;Normal;62;53;66;65;79;83
583;75;italy;Serie A TiM;3;3;Normal;70;67;72;75;76;78
500;77;Austria;Österreichische Fußball-Bundesliga;3;4;Normal;71;73;78;81;65;73
500;75;Chile;Campeonato Scotiabank;4;4;Normal;59;65;76;76;40;62
1000;76;Portugal;Hellas Liga;2;3;CL;68;52;54;64;74;77
2400;80;Germany;Bundesliga;3;3;CL;69;66;72;72;80;80
12167;82;France;Ligue 1 Conforama;4;4;iF;80;78;83;83;55;63
1700;82;Spain;LaLiga Santander;4;4;Normal;89;81;76;85;58;69
700;76;Senegal;Premier League;3;3;Normal;69;65;61;69;76;85
1200;80;Spain;LaLiga Santander;3;3;Normal;89;53;71;76;77;69
850;75;Germany;Bundesliga;3;2;Normal;59;70;76;74;61;67
2212667;88;France;icons;3;3;icon;85;75;80;84;86;89
817;80;italy;Serie A TiM;3;3;Normal;88;62;76;80;54;62
800;75;Brazil;Eredivisie;2;2;Normal;33;35;45;52;75;82
767;78;Spain;LaLiga Santander;3;3;Normal;76;61;71;73;78;71
850;79;italy;Serie A TiM;3;4;Normal;81;64;74;79;76;73
750;76;Argentina;SAF;2;2;Normal;65;34;50;57;76;77
750;75;France;Premier League;3;3;Normal;71;62;73;73;69;74
533;75;England;Premier League;3;3;Normal;55;68;73;70;70;69
350;75;Mexico;LiGA Bancomer MX;2;3;Normal;74;53;68;67;74;70
12500;83;England;Serie A TiM;2;3;iF;72;51;61;62;83;84
750;80;italy;Serie A TiM;3;3;Normal;76;66;78;80;74;69
850;78;Denmark;Premier League;2;4;Normal;34;49;61;49;80;77
800;78;Germany;CSL;3;4;Normal;59;79;53;65;36;82
10500;82;Chile;LaLiga Santander;4;4;iF;75;79;82;83;44;47
2200;82;Spain;LaLiga Santander;4;2;Normal;87;69;77;83;69;53
600;77;Spain;LaLiga Santander;3;3;Normal;49;66;72;74;72;71
850;80;Spain;LaLiga Santander;4;3;Normal;66;78;83;82;44;56
11250;82;Russia;LaLiga Santander;3;4;iF;80;83;82;80;58;70
933;75;Germany;Bundesliga 2;2;3;Normal;35;50;70;55;77;67
42167;83;Mexico;Premier League;3;4;UEL LiVE;81;81;77;79;50;82
650;78;Sweden;Allsvenskan;2;3;Normal;37;58;58;55;80;76
583;76;Australia;Premier League;3;3;Normal;59;69;77;73;69;74
766000;85;Ghana;icons;3;3;icon;83;72;75;78;85;87
900;75;Spain;LaLiga 1 i 2 i 3;3;4;Normal;74;75;68;74;46;64
2567;83;Chile;Bundesliga;3;4;CL;63;72;82;81;74;73
2333;80;Senegal;Ligue 1 Conforama;4;4;Normal;91;76;72;83;29;69
1100;76;Brazil;Liga NOS;2;2;Normal;66;39;43;54;77;77
867;75;Austria;Bundesliga;3;3;Normal;78;70;67;75;53;76
500;77;England;Major League Soccer;3;4;Normal;71;76;64;71;43;69
3700;84;Serbia;Eredivisie;4;3;Normal;68;80;84;85;41;71
900;75;Croatia;Serie A TiM;3;4;Normal;77;67;74;83;41;67
276000;88;Colombia;LaLiga Santander;4;2;Halloween;80;88;88;88;52;81
733;76;Nigeria;LaLiga Santander;4;3;Normal;87;72;66;81;36;57
1367;75;France;Ligue 1 Conforama;3;3;Normal;87;69;69;77;41;59
500;78;Senegal;Belgium Pro League;3;4;;65;78;58;62;32;74
833;75;Portugal;EFL Championship;4;4;Normal;86;71;69;76;38;68
1200;75;Colombia;LaLiga 1 i 2 i 3;3;2;Normal;90;65;72;74;69;72
967;76;England;Premier League;4;3;Normal;74;64;74;79;55;55
3367;80;Spain;LaLiga Santander;3;3;CL;89;53;71;76;77;69
717;80;Spain;LaLiga Santander;4;4;Normal;60;78;70;75;43;78
1000;75;Denmark;Bundesliga;3;3;Normal;82;77;73;75;46;72
700;76;Slovakia;Hellas Liga;3;5;Normal;84;77;73;80;37;55
700;75;Russia;League of Russia;2;3;Normal;67;41;58;46;75;78
600;77;England;Premier League;3;3;Normal;62;72;79;73;62;74
11167;82;Argentina;Liga Dimayor;3;4;iF;73;84;67;80;40;70
900;78;England;Premier League;2;3;Normal;62;37;64;68;77;77
500;79;Switzerland;Liga NOS;3;2;Normal;71;77;67;72;47;86
2433;75;Uruguay;Bundesliga;3;3;CL;77;65;72;74;72;72
3049667;91;Holland;icons;5;5;icon;91;89;88;93;41;72
500;77;Uruguay;Major League Soccer;4;2;Normal;73;71;77;78;54;63
1000;76;Switzerland;Bundesliga;3;4;Normal;78;74;73;77;71;75
14000;85;Serbia;Serie A TiM;4;4;Normal;67;79;80;82;77;84
2487667;91;France;icons;5;5;icon;84;86;91;90;73;81
500;76;Spain;Hyundai A-League;4;4;Normal;63;72;72;80;44;58
2833;82;Germany;Premier League;2;3;CL;72;43;67;64;82;78
16500;85;Brazil;LaLiga Santander;5;4;Normal;81;74;83;89;77;79
783;79;Norway;Belgium Pro League;3;3;CL;74;49;74;74;76;85
1133;80;England;LaLiga Santander;3;4;CL;74;60;81;76;78;72
2033;83;Holland;Eredivisie;3;3;Normal;54;65;80;77;82;74
2536333;91;Brazil;icons;5;4;icon;91;86;88;92;36;79
733;78;Greece;Premier League;3;2;Normal;69;65;75;74;76;76
700;75;Belgium;Belgium Pro League;3;3;Normal;55;68;65;68;74;82
850;80;Germany;Bundesliga;3;4;Normal;73;70;75;78;73;78
1233;76;Spain;LaLiga Santander;4;4;Normal;79;64;74;82;52;49
600;76;Spain;Premier League;3;3;Normal;63;73;74;75;69;73
633;75;France;Ligue 1 Conforama;3;3;Normal;67;62;72;71;68;72
2600;82;Spain;LaLiga Santander;4;2;Normal;94;80;72;80;41;82
867;75;Germany;Bundesliga;2;3;Normal;52;29;48;44;77;73
1800;82;Spain;Serie A TiM;4;3;Normal;78;76;83;87;33;53
3800;84;Serbia;Eredivisie;4;3;CL;68;80;84;85;41;71
1633;80;Spain;LaLiga Santander;2;3;Normal;70;56;64;62;80;78
3467;82;Germany;Bundesliga;3;2;Normal;90;52;76;80;74;76
450;75;France;Serie A TiM;4;2;;68;60;71;78;60;75
2100;75;Mali;Ligue 1 Conforama;3;3;Normal;84;47;64;74;71;72
1600;82;Germany;Bundesliga;4;4;Normal;67;74;82;84;64;70
1000;78;Japan;Ligue 1 Conforama;2;3;Normal;78;54;68;68;76;79
11000;81;Brazil;CSL;3;3;iF;77;82;68;74;38;78
950;78;Holland;Süper Lig;4;3;Normal;83;79;71;80;36;73
867;76;Switzerland;Raiffeisen Super League;2;3;Normal;58;37;60;65;78;70
750;75;Côte d'ivoire;LaLiga Santander;4;4;Normal;88;71;63;75;34;73
2600;80;France;Hellas Liga;3;3;CL;77;75;80;82;34;48
2900;80;Argentina;Ligue 1 Conforama;4;4;Normal;71;67;81;79;72;74
733;77;italy;Serie A TiM;3;3;Normal;76;43;68;74;76;69
11333;82;Turkey;Ligue 1 Conforama;4;4;iF;79;79;83;85;51;78
500;77;England;Premier League;4;3;Normal;75;66;74;80;41;59
850;78;Portugal;Hellas Liga;4;4;CL;93;63;70;84;33;51
14667;84;Spain;LaLiga Santander;4;5;iF;58;76;87;86;67;60
1400;75;Portugal;Ligue 1 Conforama;3;4;CL;76;72;69;77;70;82
600;76;Spain;LaLiga Santander;3;3;Normal;60;66;76;72;71;68
983;80;France;Ligue 1 Conforama;2;3;Normal;52;58;69;67;81;76
900;77;Argentina;SAF;2;3;Normal;63;51;50;62;77;72
500;76;Portugal;Liga NOS;2;4;Normal;40;51;65;68;76;80
700;75;Colombia;LiGA Bancomer MX;3;4;Normal;91;73;68;78;47;70
550000;90;Holland;Premier League;2;3;Normal;77;60;70;72;90;86
825000;90;italy;icons;5;4;icon;75;79;93;90;68;65
1633;80;Austria;Bundesliga;2;3;Normal;68;61;64;60;81;80
900;75;Brazil;Ligue 1 Conforama;3;2;Normal;89;63;68;79;38;52
483;75;England;EFL Championship;4;3;Normal;84;67;69;78;49;56
500;76;Ukraine;Ukraine Liga;3;3;Normal;63;72;74;71;71;77
950;75;France;Ligue 1 Conforama;3;3;Normal;78;48;65;69;75;76
426667;87;Spain;icons;3;3;icon;78;65;82;79;85;78
10750;81;Colombia;LaLiga Santander;2;3;iF;51;52;64;56;79;82
883;76;Germany;Bundesliga;3;3;Normal;68;58;63;71;75;79
850;80;France;LiGA Bancomer MX;3;3;Normal;69;82;71;72;43;83
667;75;Germany;Bundesliga;3;4;;81;70;73;75;68;77
7300;84;Brazil;Liga NOS;3;2;Normal;85;72;84;81;80;76
25000;82;England;Premier League;4;4;iF;78;78;84;82;42;60
950;77;Germany;Bundesliga;3;3;Normal;43;55;77;76;72;69
13000;86;italy;Ligue 1 Conforama;4;4;CL;65;60;84;90;79;66
500;75;Finland;Major League Soccer;3;3;Normal;74;65;70;73;73;76
500;77;Brazil;Liga NOS;3;3;Normal;62;67;74;73;73;77
32417;89;Poland;Bundesliga;4;4;Normal;77;87;74;85;41;82
8067;77;Brazil;Bundesliga;4;2;Normal;82;49;73;78;72;72
933;75;Uruguay;Belgium Pro League;2;3;CL;71;42;60;63;74;72
700;75;Côte d'ivoire;Ligue 1 Conforama;2;3;Normal;56;38;50;56;74;79
438333;88;Holland;icons;4;4;icon;86;84;79;82;39;81
500;75;Argentina;SAF;3;3;Normal;72;53;66;68;73;74
767;77;France;Ligue 1 Conforama;4;3;Normal;73;67;77;77;67;73
1000;75;Spain;LaLiga Santander;2;3;Normal;75;47;66;68;74;77
516667;88;italy;icons;2;4;icon;87;54;73;65;90;78
550;77;Argentina;SAF;4;4;Normal;73;80;71;80;35;66
517;78;Senegal;Belgium Pro League;3;4;;65;78;58;62;32;74
2400;79;Côte d'ivoire;Premier League;3;3;CL;77;59;73;76;77;76
700;78;Russia;League of Russia;2;3;Normal;82;53;61;64;78;81
650;75;Venezuela;LaLiga Santander;4;4;Normal;88;74;68;78;38;67
1178333;94;Argentina;LaLiga Santander;4;4;Normal;87;92;92;96;39;66
3100;83;Portugal;LaLiga Santander;4;4;Normal;90;79;76;83;36;70
750;75;Republic of ireland;Premier League;2;2;Normal;52;52;53;55;76;73
650;75;France;Ligue 1 Conforama;3;3;Normal;66;67;71;72;68;77
1800;75;Spain;LaLiga 1 i 2 i 3;3;3;Normal;71;60;72;73;69;72
500;77;Uruguay;LaLiga Santander;3;3;Normal;37;57;70;71;76;70
4912667;90;Holland;icons;4;5;icon;88;88;88;87;80;87
5533;84;Holland;Serie A TiM;2;4;Normal;66;41;62;68;86;74
850;82;italy;SAF;2;4;Normal;59;64;73;70;85;77
650;76;New Zealand;Premier League;2;3;Normal;52;52;48;50;77;73
600;76;Brazil;Hellas Liga;3;4;Normal;67;64;72;69;72;78
1933;82;Spain;Premier League;4;5;CL;75;77;77;83;43;56
983;79;France;Bundesliga;3;3;Normal;74;78;63;72;35;80
1200;75;Brazil;Ligue 1 Conforama;3;3;Normal;72;73;73;77;44;49
61167;88;Argentina;Serie A TiM;4;3;CL;83;82;84;90;43;64
983;75;Portugal;Süper Lig;2;4;Normal;62;28;48;50;74;81
2767;79;Argentina;Bundesliga;3;3;Normal;71;77;59;75;29;75
152667;85;France;LaLiga Santander;2;3;Normal;83;45;62;64;85;80
3500;83;France;Ligue 1 Conforama;4;3;Normal;83;80;81;83;41;69
600;76;Bosnia and Herzegovina;Serie A TiM;3;3;Normal;66;66;74;78;73;79
281333;86;Holland;icons;3;5;icon;88;78;79;87;48;65
800;75;Cyprus;Belgium Pro League;2;3;Normal;66;63;72;67;76;74
1100;80;Czech Republic;Bundesliga;3;2;Normal;77;43;74;75;75;81
550;77;Chile;LiGA Bancomer MX;4;4;Normal;80;76;70;80;39;67
833;76;Germany;Bundesliga 2;3;3;Normal;65;73;75;76;44;63
500;76;United States;Major League Soccer;2;3;Normal;58;62;75;72;69;76
1533;81;Sweden;Premier League;3;4;Normal;74;50;72;73;82;78
63167;86;Brazil;Premier League;4;4;CL;77;82;80;87;61;78
550;75;Togo;Ligue 1 Conforama;3;3;Normal;53;55;65;70;75;79
387000;87;Argentina;icons;2;4;icon;88;59;82;80;83;80
900;78;Russia;League of Russia;3;2;CL;74;66;78;79;31;62
206333;85;Portugal;icons;4;3;icon;78;78;87;85;45;65
1100;80;Germany;Bundesliga;2;3;Normal;65;64;72;72;83;77
817;80;England;Major League Soccer;3;4;Normal;64;81;80;76;56;76
2500;81;Spain;Premier League;3;3;Normal;66;73;79;77;79;79
900;75;Spain;LaLiga 1 i 2 i 3;4;3;Normal;58;78;73;77;32;66
1567;78;Scotland;EFL Championship;4;1;Normal;63;72;77;78;60;64
886333;88;France;icons;3;3;icon;75;77;81;77;86;88
500;76;Poland;CSL;4;4;Normal;73;74;73;76;45;73
1000;78;Argentina;Premier League;3;2;Normal;67;59;68;65;76;76
1967;79;United States;Premier League;4;4;CL;90;68;70;83;36;58
600;77;italy;Serie A TiM;4;4;Normal;68;67;77;80;43;61
430333;91;italy;icons;2;3;icon;69;48;74;70;94;80
467;79;England;Premier League;2;3;Normal;54;63;71;65;80;84
27000;85;Brazil;Serie A TiM;4;3;Normal;75;71;78;84;85;84
1400;80;Spain;Serie A TiM;4;2;Normal;82;73;78;81;43;52
1367;76;Spain;LaLiga Santander;2;3;Normal;64;22;46;50;74;73
2100;82;Portugal;Ligue 1 Conforama;5;3;Normal;95;71;74;86;47;61
533;75;Northern ireland;Premier League;2;3;Normal;57;66;78;68;70;62
500;77;Romania;Eredivisie;4;4;Normal;69;74;78;75;65;70
550;75;Ghana;Serie A TiM;3;3;Normal;71;63;73;73;76;76
717;79;italy;Serie A TiM;4;4;Normal;74;78;76;79;61;67
717;75;Holland;Serie A TiM;4;4;Normal;88;72;66;79;37;59
700;76;Sweden;EFL Championship;2;3;Normal;64;42;53;62;76;79
800;78;Brazil;LaLiga Santander;2;3;Normal;39;38;49;52;80;74
700;76;Mexico;LiGA Bancomer MX;4;3;Normal;75;72;75;78;47;60
1500;80;Portugal;Liga NOS;2;4;Normal;64;38;50;60;81;83
3100;75;Spain;LaLiga 1 i 2 i 3;2;4;Normal;67;49;65;65;75;74
17250;87;Spain;Bundesliga;5;3;CL;69;74;85;90;69;63
600;80;Spain;LaLiga Santander;3;3;Normal;72;79;61;75;31;77
1500;80;Spain;LaLiga Santander;3;3;Normal;58;50;73;72;77;73
2200;82;italy;Serie A TiM;2;3;CL;64;39;55;65;85;74
767;79;England;Premier League;3;2;Normal;64;68;80;81;63;66
3167;80;Brazil;Liga NOS;3;5;CL;63;74;77;79;76;83
650;76;Argentina;SAF;3;3;Normal;71;75;75;74;56;62
23500;86;France;LaLiga Santander;2;3;Normal;69;63;69;70;86;82
1000;75;Belgium;Bundesliga;4;4;Normal;86;74;66;78;28;62
592333;89;Wales;icons;3;4;icon;83;90;72;85;44;80
833;77;Argentina;LaLiga Santander;2;3;Normal;62;50;64;66;76;76
700;77;Spain;LaLiga Santander;3;3;Normal;76;77;62;76;30;77
14833;84;Croatia;Serie A TiM;3;4;iF;67;78;82;83;79;76
1200;75;Germany;Ligue 1 Conforama;4;4;Normal;76;53;70;77;72;68
1300;81;France;Ligue 1 Conforama;4;3;Normal;79;71;79;83;66;67
5600;79;Brazil;LaLiga Santander;5;4;CL;93;70;71;84;29;63
2067;78;Montenegro;Ligue 1 Conforama;3;4;Normal;67;80;76;80;35;63
833;79;Spain;LaLiga Santander;4;3;Normal;84;77;75;81;35;66
767;76;England;Premier League;3;3;Normal;75;74;64;76;32;66
49333;85;Brazil;Premier League;3;2;Normal;68;69;78;77;85;83
18750;87;Belgium;Premier League;3;3;Normal;63;63;74;73;87;79
2167;79;Chile;LaLiga Santander;4;4;Normal;72;75;78;80;40;45
700;77;Paraguay;SAF;4;3;Normal;81;78;76;80;63;70
2033;82;Cameroon;Premier League;2;2;CL;61;46;68;67;83;76
700;75;Kosovo;Ligue 1 Conforama;4;3;Normal;85;70;69;80;35;59
950;78;Côte d'ivoire;Belgium Pro League;2;3;Normal;76;46;52;70;78;79
850;76;England;Premier League;2;3;Normal;46;44;57;54;77;65
10917;78;FYR Macedonia;Serie A TiM;3;4;iF;73;77;76;79;64;74
800;75;italy;Serie A TiM;3;3;Normal;77;75;71;75;35;66
2467;82;Germany;Premier League;2;3;Normal;72;43;67;64;82;78
967;77;Gambia;Serie A TiM;2;3;Normal;67;31;52;54;75;83
1100;80;Croatia;LaLiga Santander;3;3;Normal;77;55;74;75;79;77
1200;82;Croatia;Premier League;4;4;Normal;76;68;81;86;67;70
500;75;Guinea-Bissau;EFL Championship;3;4;Normal;67;60;64;68;73;83
1867;83;Mexico;Major League Soccer;4;2;Normal;80;82;78;84;31;67
1000;76;Portugal;Ligue 1 Conforama;4;4;CL;62;58;71;74;70;75
1600;80;Spain;LaLiga Santander;2;3;Normal;62;49;58;62;81;74
550;75;Turkey;Süper Lig;3;4;Normal;79;65;71;77;52;70
550;76;Scotland;Premier League;3;3;Normal;60;65;72;73;71;75
900;81;Argentina;Serie A TiM;4;4;Normal;81;77;68;82;40;83
1300;81;Poland;Serie A TiM;4;5;CL;81;72;81;83;70;61
4700;84;Germany;Bundesliga;4;4;CL;82;78;81;85;40;68
500;75;Serbia;Ligue 1 Conforama;2;5;Normal;39;34;49;55;77;77
3900;84;Croatia;Serie A TiM;3;3;Normal;68;80;71;76;65;86
583;75;Argentina;SAF;2;3;Normal;52;51;65;66;74;76
340333;86;Republic of ireland;icons;2;3;icon;66;70;81;77;88;87
53167;88;Denmark;Premier League;4;5;CL;73;81;90;84;53;63
900;79;Argentina;CSL;4;4;Normal;84;79;78;83;40;71
2000;81;Portugal;Liga NOS;3;3;Normal;68;63;76;75;82;82
833;77;England;Premier League;2;3;Normal;41;58;51;57;78;74
1233;80;Spain;LaLiga Santander;3;4;CL;77;74;81;78;62;68
750;76;France;Premier League;3;2;Normal;73;47;66;68;76;75
400;75;italy;Serie A TiM;4;4;Normal;63;69;74;78;55;50
500;77;New Zealand;Premier League;2;3;Normal;70;76;59;69;40;79
650;75;Côte d'ivoire;Raiffeisen Super League;3;3;Normal;91;73;68;81;29;51
800;76;Spain;LaLiga Santander;2;3;Normal;62;35;62;63;76;72
883;75;France;Ligue 1 Conforama;3;4;Normal;75;75;71;73;38;67
600;75;Scotland;Premier League;3;4;Normal;73;66;71;75;70;78
1687333;91;Argentina;icons;5;3;icon;93;87;87;94;38;76
600;76;Spain;LaLiga Santander;3;3;Normal;66;76;68;80;27;62
600;76;Greece;Bundesliga 2;2;3;Normal;52;40;47;46;76;78
700;78;Uruguay;Serie A TiM;4;3;;88;63;74;78;62;69
5067;82;Germany;Bundesliga;4;3;CL;92;76;74;84;34;71
983;75;Croatia;Serie A TiM;3;4;CL;77;67;74;83;41;67
2467;83;France;Serie A TiM;3;3;Normal;73;74;79;81;77;80
1733;76;Colombia;CSL;4;3;Normal;73;74;69;77;53;76
1900;82;Germany;Bundesliga;3;4;Normal;76;84;79;79;41;83
30833;87;italy;Serie A TiM;4;4;Normal;89;79;85;91;35;47
1900;83;iceland;Premier League;3;4;Normal;56;81;84;81;57;69
2767;83;Spain;LaLiga Santander;3;4;CL;81;79;71;79;31;72
700;77;Spain;LaLiga Santander;3;3;Normal;55;63;77;74;75;66
1800;81;Portugal;Liga NOS;3;3;CL;68;63;76;75;82;82
867;75;Spain;LaLiga Santander;3;4;Normal;81;70;74;76;54;69
63000;90;Croatia;LaLiga Santander;4;4;CL;74;76;89;90;72;66
1600;79;Germany;Ligue 1 Conforama;3;5;Normal;74;44;65;68;78;76
2333;75;Ukraine;Ukraine Liga;2;3;Normal;65;23;43;42;77;74
3300;82;Spain;Ligue 1 Conforama;3;4;CL;70;72;78;80;82;77
500;75;Serbia;LaLiga Santander;3;3;Normal;52;68;71;71;71;73
1767;79;Kosovo;Bundesliga;3;4;Normal;90;78;71;82;44;63
2000;75;Holland;EFL Championship;2;4;Normal;71;43;63;68;75;75
2149333;89;Holland;icons;5;5;icon;92;87;85;92;40;70
700;75;Cape Verde islands;Liga NOS;4;4;Normal;86;68;69;80;35;65
47250;90;Croatia;LaLiga Santander;4;4;Normal;74;76;89;90;72;66
18500;83;Germany;Bundesliga;3;4;CL;92;81;67;82;35;69
800;75;Spain;LaLiga 1 i 2 i 3;3;4;Normal;45;68;72;70;65;77
3600;83;italy;Serie A TiM;2;3;Normal;63;40;55;67;85;79
1400;83;Colombia;Süper Lig;3;4;Normal;65;82;69;77;43;72
1067;79;England;Premier League;2;3;CL;54;63;71;65;80;84
1600;79;England;Premier League;4;5;Normal;67;71;79;82;62;65
12750;86;Brazil;Bundesliga;5;4;Normal;79;80;84;90;52;64
3700;83;Spain;LaLiga Santander;4;3;Normal;81;80;82;84;43;62
533;75;Spain;LaLiga Santander;3;3;Normal;40;67;73;71;72;71
650;75;Argentina;Campeonato Scotiabank;4;4;Normal;84;67;72;78;30;39
600;77;England;Premier League;3;3;Normal;60;60;79;74;74;76
