avg price;overall_rating;club;nation;league;position;skills;weakfoot;foot;origin;pac;sho;pas;dri;def;phy
450;75;AS Saint-etienne;Slovenia;Ligue 1 Conforama;ST;3;3;Right;N\A;57;76;65;68;38;72
700;78;inter;italy;Serie A TiM;CDM;3;2;Right;N\A;61;63;71;74;77;73
850;77;R. Valladolid CF;Spain;LaLiga Santander;LB;3;3;Left;N\A;84;55;66;70;75;70
2400;75;Racing Club;Argentina;SAF;RM;3;4;Right;N\A;90;63;72;75;56;75
833;75;Fulham;Portugal;EFL Championship;LW;4;4;Right;N\A;86;71;69;76;38;68
700;75;Monterrey;Colombia;LiGA Bancomer MX;ST;3;4;Right;N\A;91;73;68;78;47;70
7300;84;FC Porto;Brazil;Liga NOS;LB;3;2;Left;N\A;85;72;84;81;80;76
567;76;West Ham United;Congo DR;Premier League;LB;4;2;Left;N\A;86;63;72;80;70;70
767;78;Wolverhampton Wanderers;Belgium;Premier League;CM;2;4;Right;N\A;67;72;77;71;78;83
5433;75;Monterrey;Argentina;LiGA Bancomer MX;LB;3;3;Left;N\A;83;63;69;72;72;75
600;78;Udinese;Argentina;Serie A TiM;CF;4;3;Right;N\A;75;73;78;82;35;63
1300;76;Newcastle United;United States;Premier League;RWB;3;3;Right;N\A;92;51;65;75;71;70
900;77;OGC Nice;France;Ligue 1 Conforama;CM;4;3;Right;N\A;76;75;76;78;74;78
933;79;Hertha BSC;Germany;Bundesliga;CB;2;3;Right;N\A;78;53;66;67;80;75
1433;78;Liverpool;Belgium;Premier League;ST;4;4;Right;N\A;82;76;67;75;27;74
550;79;Spartak Moscow;Russia;League of Russia;CDM;4;3;Right;N\A;76;64;75;80;78;73
650;75;OGC Nice;France;Ligue 1 Conforama;CM;3;3;Right;N\A;68;59;66;74;73;73
7000;84;FC Bayern München;France;Bundesliga;LM;4;3;Right;N\A;92;76;77;86;29;60
1600;78;Stade Rennais FC;France;Ligue 1 Conforama;LM;3;3;Right;N\A;75;71;76;80;33;58
650;77;Southampton;Denmark;Premier League;CM;3;4;Right;N\A;61;70;74;74;73;79
717;80;Chelsea;Denmark;Premier League;CB;2;3;Right;N\A;68;31;63;69;82;72
750;75;Preston North End;England;EFL Championship;CDM;3;3;Right;N\A;70;50;63;71;72;85
717;76;SPAL;italy;Serie A TiM;LW;4;4;Right;N\A;81;67;73;81;40;61
1400;81;Olympique Lyonnais;Brazil;Ligue 1 Conforama;CDM;4;3;Right;N\A;78;70;78;79;77;74
683;79;Bournemouth;Colombia;Premier League;CDM;3;4;Right;N\A;73;64;72;73;78;80
500;78;Lokomotiv Moscow;Russia;League of Russia;CAM;3;2;Left;N\A;74;66;78;79;31;62
1000;77;Stade Rennais FC;France;Ligue 1 Conforama;LM;4;3;Right;N\A;69;73;78;77;61;70
983;78;independiente Medellin;Argentina;Liga Dimayor;ST;3;4;Right;N\A;69;80;62;75;36;66
833;75;Tigres U.A.N.L.;Colombia;LiGA Bancomer MX;LM;4;4;Left;N\A;91;70;67;77;33;62
1300;78;Buenos Aires;Argentina;SAF;CB;2;2;Right;N\A;50;51;54;54;78;81
2200;75;Buenos Aires;Argentina;SAF;LB;3;2;Left;N\A;78;61;67;72;71;80
683;76;Deportivo Toluca;Argentina;LiGA Bancomer MX;CAM;4;2;Left;N\A;75;72;77;74;62;71
1200;77;Club Tijuana;Argentina;LiGA Bancomer MX;CM;3;3;Right;N\A;76;67;76;77;70;69
900;77;Buenos Aires;Argentina;SAF;CB;2;3;Right;N\A;63;51;50;62;77;72
583;77;independiente;Argentina;SAF;CM;3;3;Right;N\A;63;68;77;75;70;80
1300;75;Buenos Aires;Argentina;SAF;RB;3;3;Right;N\A;87;62;66;73;69;81
1800;79;Racing Club;Argentina;SAF;CB;2;3;Right;N\A;68;41;44;59;80;74
1033;78;Racing Club;Argentina;SAF;CB;2;4;Right;N\A;50;60;57;54;78;79
517;75;San Lorenzo de Almagro;Argentina;SAF;CDM;3;3;Right;N\A;78;63;72;76;69;69
1200;82;Atalanta;Colombia;Serie A TiM;ST;3;4;Right;N\A;71;81;56;76;37;83
1000;75;TSG 1899 Hoffenheim;Denmark;Bundesliga;RW;3;3;Left;N\A;82;77;73;75;46;72
800;78;Napoli;Serbia;Serie A TiM;CB;2;3;Right;N\A;62;28;47;55;80;78
500;75;FC Girondins de Bordeaux;Senegal;Ligue 1 Conforama;RB;3;4;Right;N\A;74;38;64;75;73;69
2333;80;AS Monaco Football Club SA;Senegal;Ligue 1 Conforama;RM;4;4;Right;N\A;91;76;72;83;29;69
1267;76;Olympique Lyonnais;Côte d'ivoire;Ligue 1 Conforama;RW;3;5;Left;N\A;88;76;69;75;36;72
617;78;Racing Club;Argentina;SAF;CDM;3;3;Right;N\A;57;64;72;69;76;77
1000;81;Torino;italy;Serie A TiM;CB;2;4;Right;N\A;68;33;48;65;83;75
1300;76;FC Basel;Switzerland;Raiffeisen Super League;RB;3;3;Right;N\A;80;64;73;76;72;78
1400;77;TSG 1899 Hoffenheim;Togo;Bundesliga;RW;4;3;Right;N\A;93;70;66;80;33;64
1667;77;Olympique Lyonnais;Holland;Ligue 1 Conforama;RB;2;2;Right;N\A;76;46;66;67;78;77
4000;78;Sivasspor;Brazil;Süper Lig;RB;3;4;Right;N\A;76;50;66;76;76;74
700;80;Leicester City;Belgium;Premier League;CM;4;5;Right;N\A;63;78;82;78;68;67
867;78;Galatasaray SK;Côte d'ivoire;Süper Lig;CM;3;4;Right;N\A;68;68;79;79;68;63
8067;77;Bayer 04 Leverkusen;Brazil;Bundesliga;LB;4;2;Left;N\A;82;49;73;78;72;72
4800;84;Real Betis;France;LaLiga Santander;CAM;4;3;Left;N\A;78;82;81;88;33;77
1300;79;Olympique Lyonnais;France;Ligue 1 Conforama;RB;3;4;Right;N\A;74;61;75;75;77;73
950;77;Monterrey;Argentina;LiGA Bancomer MX;LW;4;3;Right;N\A;80;72;74;82;48;71
750;77;Atalanta;Argentina;Serie A TiM;CB;2;3;Left;N\A;52;32;55;59;78;80
633;75;Genoa;Denmark;Serie A TiM;CM;3;3;Right;N\A;61;67;69;69;70;74
700;79;KRC Genk;Tanzania;Belgium Pro League;ST;3;4;Right;N\A;85;78;66;73;32;74
500;75;Kaizer Chiefs;Zimbabwe;South African FL;RW;4;4;Right;N\A;86;76;65;79;47;64
1500;78;Sporting CP;Argentina;Liga NOS;CM;3;4;Right;N\A;66;68;68;73;80;80
767;76;Spartak Moscow;France;League of Russia;CB;2;2;Right;N\A;65;29;61;59;76;79
1600;79;Sevilla FC;Brazil;LaLiga Santander;CB;3;4;Right;N\A;77;44;58;68;78;80
550;75;Fiorentina;Uruguay;Serie A TiM;CDM;3;3;Right;N\A;57;58;67;69;72;69
733;75;RC Strasbourg Alsace;France;Ligue 1 Conforama;ST;3;2;Left;N\A;57;74;52;67;27;79
800;75;Stade Rennais FC;Mali;Ligue 1 Conforama;RB;3;3;Right;N\A;81;54;68;75;71;69
1467;80;inter;Uruguay;Serie A TiM;CDM;4;3;Right;N\A;67;68;77;80;76;74
900;78;Atalanta;Holland;Serie A TiM;RM;3;2;Right;N\A;83;62;70;77;75;75
900;79;Olympique Lyonnais;Belgium;Ligue 1 Conforama;CB;2;3;Right;N\A;75;42;63;69;79;78
650;77;Bournemouth;Wales;Premier League;RM;4;4;Left;N\A;75;71;75;79;48;66
700;76;Tigres U.A.N.L.;Ecuador;LiGA Bancomer MX;ST;4;3;Right;N\A;87;75;67;74;39;74
49417;85;FC Barcelona;France;LaLiga Santander;CB;2;4;Left;N\A;75;45;68;66;86;80
700;79;Leicester City;England;Premier League;CAM;4;4;Right;N\A;75;72;82;79;39;57
833;75;Spartak Moscow;Argentina;League of Russia;ST;3;3;Right;N\A;77;73;58;73;40;69
8500;84;FC Bayern München;France;Bundesliga;CB;2;3;Left;N\A;81;54;70;71;83;82
3700;83;Real Madrid;Spain;LaLiga Santander;LW;4;3;Left;N\A;81;80;82;84;43;62
1233;82;Liverpool;Guinea;Premier League;CM;4;4;Right;N\A;71;73;76;88;65;66
800;76;Stoke City;Senegal;EFL Championship;CM;3;3;Right;N\A;85;71;73;78;72;80
700;79;RCD Espanyol;China PR;LaLiga Santander;ST;3;4;Right;N\A;87;74;72;79;36;66
700;76;D.C. United;Argentina;Major League Soccer;CAM;5;3;Right;N\A;81;67;71;80;46;61
1200;75;AS Monaco Football Club SA;Brazil;Ligue 1 Conforama;CAM;3;3;Left;N\A;72;73;73;77;44;49
500;75;Rangers FC;Colombia;Scottish Premiership;ST;3;4;Right;N\A;80;70;62;72;41;81
700;75;Stade de Reims;Kosovo;Ligue 1 Conforama;LM;4;3;Right;N\A;85;70;69;80;35;59
1933;80;Borussia Dortmund;Germany;Bundesliga;CDM;3;3;Right;N\A;61;47;75;76;78;66
800;75;New York Red Bulls;United States;Major League Soccer;CB;2;3;Right;N\A;75;40;56;63;73;81
2100;75;Olympique Lyonnais;Mali;Ligue 1 Conforama;LB;3;3;Left;N\A;84;47;64;74;71;72
2400;79;RB Leipzig;Germany;Bundesliga;RB;2;3;Right;N\A;85;50;63;70;79;75
500;77;Lokomotiv Moscow;Russia;League of Russia;CAM;3;4;Right;N\A;76;73;74;77;28;62
800;80;Tottenham Hotspur;England;Premier League;CM;3;3;Right;N\A;70;58;77;83;71;66
700;76;Atalanta;Belgium;Serie A TiM;LM;3;3;Right;N\A;82;56;69;74;73;68
850;81;Arsenal;Spain;Premier League;CM;4;3;Right;N\A;69;67;79;84;68;68
1000;78;Real Sociedad;Norway;LaLiga Santander;RW;5;2;Left;N\A;74;69;82;84;40;49
950;75;Al Wehda;Brazil;Saudi Professional League;RM;3;3;Right;N\A;88;66;71;77;40;54
617;76;FC Girondins de Bordeaux;Brazil;Ligue 1 Conforama;CDM;3;3;Right;N\A;66;51;64;71;77;75
967;80;Lazio;Spain;Serie A TiM;LM;3;3;Left;N\A;87;70;79;79;52;68
950;76;Club León;Ecuador;LiGA Bancomer MX;RW;4;4;Left;N\A;83;72;71;78;44;48
950;76;SL Benfica;Argentina;Liga NOS;LM;4;3;Left;N\A;92;65;68;84;50;51
833;76;Nîmes Olympique;France;Ligue 1 Conforama;CB;2;2;Right;N\A;60;48;60;56;75;79
3833;75;Vancouver Whitecaps FC;iraq;Major League Soccer;LB;4;4;Left;N\A;77;68;70;74;72;80
650;78;Newcastle United;Brazil;Premier League;ST;3;4;Right;N\A;78;75;60;76;43;81
500;78;Al Ahli;Syria;Saudi Professional League;ST;3;4;Right;N\A;70;79;69;73;39;81
867;75;PSV;Germany;Eredivisie;CB;2;3;Right;N\A;70;34;55;51;76;75
500;75;Fenerbahçe SK;Kosovo;Süper Lig;ST;3;3;Left;N\A;60;74;53;66;27;77
1600;77;Borussia Mönchengladbach;Austria;Bundesliga;RB;3;4;Right;N\A;85;64;68;72;70;77
650;75;Cruz Azul;Uruguay;LiGA Bancomer MX;ST;3;3;Right;N\A;85;74;62;73;37;76
700;77;Olympique de Marseille;France;Ligue 1 Conforama;CM;4;3;Right;N\A;72;67;78;78;65;58
500;75;AEK Athens;Portugal;Hellas Liga;CDM;3;3;Right;N\A;77;68;71;74;74;72
667;76;FC Girondins de Bordeaux;Guinea;Ligue 1 Conforama;LW;4;4;Right;N\A;87;74;68;77;33;62
1133;78;Olympique Lyonnais;Denmark;Ligue 1 Conforama;CB;2;3;Right;N\A;60;40;54;56;78;79
750;80;inter;italy;Serie A TiM;CM;3;3;Right;N\A;76;66;78;80;74;69
600;77;Bournemouth;England;Premier League;CM;3;4;Right;N\A;70;63;75;78;66;69
1367;76;LOSC Lille;Turkey;Ligue 1 Conforama;RB;3;3;Right;N\A;81;42;70;71;73;74
800;75;Torino;Nigeria;Serie A TiM;LM;3;3;Right;N\A;87;61;70;75;70;75
850;78;1. FC Köln;Tunisia;Bundesliga;CDM;3;3;Right;N\A;66;68;72;73;79;74
1367;77;Wolverhampton Wanderers;Spain;Premier League;CB;2;3;Right;N\A;71;41;55;63;77;67
600;79;Paris Saint-Germain;France;Ligue 1 Conforama;CB;3;3;Left;N\A;77;37;70;76;78;76
3600;82;Paris Saint-Germain;France;Ligue 1 Conforama;CB;2;3;Left;N\A;75;39;67;68;81;83
1133;75;LOSC Lille;Brazil;Ligue 1 Conforama;CDM;3;3;Left;N\A;69;57;68;70;73;74
700;75;AS Saint-etienne;Gabon;Ligue 1 Conforama;LM;4;4;Right;N\A;78;73;70;76;30;67
1100;82;PSV;Holland;Eredivisie;RW;4;2;Right;N\A;89;75;76;85;40;73
850;80;SV Werder Bremen;Germany;Bundesliga;CM;3;4;Right;N\A;73;70;75;78;73;78
1600;79;Paris Saint-Germain;Germany;Ligue 1 Conforama;CB;3;5;Right;N\A;74;44;65;68;78;76
700;78;Atlanta United;Argentina;Major League Soccer;CAM;4;2;Left;N\A;88;75;71;82;34;62
1367;75;FC Nantes;France;Ligue 1 Conforama;RM;3;3;Right;N\A;87;69;69;77;41;59
800;81;West Ham United;Spain;Premier League;CAM;4;3;Right;N\A;67;76;79;80;71;68
750;78;Olympiacos CFP;Portugal;Hellas Liga;LM;4;4;Right;N\A;93;63;70;84;33;51
1200;75;Angers SCO;France;Ligue 1 Conforama;RM;3;4;Right;N\A;76;60;74;76;68;69
2567;79;FC Bayern München;France;Bundesliga;CB;3;3;Right;N\A;69;47;72;70;81;74
2100;82;AS Monaco Football Club SA;Portugal;Ligue 1 Conforama;RM;5;3;Right;N\A;95;71;74;86;47;61
750;76;Aston Villa;France;Premier League;RB;3;2;Right;N\A;73;47;66;68;76;75
1500;78;Olympique Lyonnais;France;Ligue 1 Conforama;CDM;2;3;Right;N\A;62;53;66;65;79;83
567;75;Racing Club;Argentina;SAF;RM;3;4;Right;N\A;83;65;74;72;38;66
900;79;FC Porto;Brazil;Liga NOS;ST;3;3;Right;N\A;82;75;60;75;48;80
2400;75;Borussia Dortmund;Denmark;Bundesliga;LM;3;4;Right;N\A;85;70;68;75;57;73
2867;80;FC Porto;Mali;Liga NOS;ST;3;3;Right;N\A;88;79;63;65;41;90
18000;82;FC Barcelona;Portugal;LaLiga Santander;RB;4;3;Right;N\A;92;57;69;81;77;75
950;75;Borussia Mönchengladbach;France;Bundesliga;LM;3;3;Right;N\A;83;73;67;76;47;75
950;78;Club Brugge KV;Côte d'ivoire;Belgium Pro League;CB;2;3;Left;N\A;76;46;52;70;78;79
850;76;Arsenal;England;Premier League;CB;2;3;Right;N\A;60;34;59;65;77;73
517;75;CA Osasuna;Argentina;LaLiga Santander;ST;3;4;Left;N\A;78;76;63;74;43;75
25750;80;Real Madrid;France;LaLiga Santander;LB;4;5;Left;N\A;89;64;73;79;75;81
500;75;Núñez;Argentina;SAF;CB;3;3;Right;N\A;72;53;66;68;73;74
567;75;Newcastle United;Japan;Premier League;ST;3;4;Right;N\A;77;72;68;78;41;62
733;77;Milan;italy;Serie A TiM;RB;3;3;Right;N\A;76;43;68;74;76;69
867;75;1. FSV Mainz 05;Austria;Bundesliga;ST;3;3;Right;N\A;78;70;67;75;53;76
1767;79;SV Werder Bremen;Kosovo;Bundesliga;LW;3;4;Right;N\A;90;78;71;82;44;63
833;75;SC Braga;Portugal;Liga NOS;CM;4;3;Right;N\A;66;76;76;77;49;67
833;76;Hannover 96;Germany;Bundesliga 2;CB;3;3;Right;N\A;64;46;58;67;77;77
500;77;PSV;Uruguay;Eredivisie;CAM;3;3;Left;N\A;71;75;74;79;40;69
500;75;Brentford;Denmark;EFL Championship;CM;3;4;Right;N\A;72;67;73;75;64;70
783;76;independiente;Argentina;SAF;CB;2;3;Left;N\A;54;55;58;63;73;84
700;78;Spartak Moscow;Russia;League of Russia;CB;2;3;Left;N\A;82;53;61;64;78;81
2100;82;Bayer 04 Leverkusen;Jamaica;Bundesliga;LW;4;4;Left;N\A;91;77;75;84;33;64
767;77;OGC Nice;France;Ligue 1 Conforama;CM;4;3;Right;N\A;73;67;77;77;67;73
4500;84;FC Barcelona;Brazil;LaLiga Santander;CM;4;3;Right;N\A;69;71;81;86;73;70
500;77;Galatasaray SK;Turkey;Süper Lig;CAM;4;3;Left;N\A;75;73;75;76;55;67
1567;76;RB Leipzig;England;Bundesliga;RM;3;4;Right;N\A;82;74;68;83;28;61
950;75;Toulouse Football Club;France;Ligue 1 Conforama;RB;3;3;Right;N\A;78;48;65;69;75;76
23583;84;FC Barcelona;France;LaLiga Santander;RW;5;5;Left;N\A;93;79;80;87;36;57
900;81;inter;Argentina;Serie A TiM;ST;4;4;Right;N\A;81;77;68;82;40;83
817;75;RSC Anderlecht;Belgium;Belgium Pro League;ST;3;3;Right;N\A;82;73;63;71;32;79
1067;75;Parma;France;Serie A TiM;RM;4;4;Right;N\A;79;69;69;78;31;62
1933;79;Everton;Brazil;Premier League;RM;4;5;Right;N\A;84;77;72;81;45;79
900;79;Atalanta;Ukraine;Serie A TiM;CM;4;4;Left;N\A;71;77;81;77;64;80
1000;77;RB Leipzig;France;Bundesliga;CM;3;3;Right;N\A;77;74;75;80;69;65
2267;76;Milan;France;Serie A TiM;LB;3;3;Left;N\A;92;57;65;73;70;76
500;75;Toulouse Football Club;Japan;Ligue 1 Conforama;CB;2;4;Right;N\A;80;41;53;57;75;77
950;76;SL Benfica;Brazil;Liga NOS;LM;4;3;Right;N\A;83;72;70;79;30;55
550;76;Colón de Santa Fe;Argentina;SAF;CDM;4;3;Right;N\A;78;72;69;77;72;78
1300;78;PSV;Holland;Eredivisie;RB;3;3;Right;N\A;80;50;66;71;76;87
567;76;VfL Wolfsburg;Austria;Bundesliga;CM;3;3;Left;N\A;78;68;71;76;65;74
1167;75;Stade de Reims;France;Ligue 1 Conforama;RM;3;3;Left;N\A;76;73;72;74;32;68
500;75;Fenerbahçe SK;Slovenia;Süper Lig;CAM;4;3;Right;N\A;70;70;74;74;52;59
967;78;SC Braga;Brazil;Liga NOS;CB;2;3;Right;N\A;66;42;56;58;79;76
1100;75;Galatasaray SK;Brazil;Süper Lig;CB;2;2;Left;N\A;59;32;51;56;75;74
1000;78;LOSC Lille;France;Ligue 1 Conforama;CAM;4;4;Left;N\A;89;70;72;81;33;60
1667;76;VfL Wolfsburg;Croatia;Bundesliga;LW;4;3;Right;N\A;82;65;69;81;36;52
1300;81;Olympique Lyonnais;France;Ligue 1 Conforama;CM;4;3;Right;N\A;79;71;79;83;66;67
1500;75;BSC Young Boys;Switzerland;Raiffeisen Super League;RM;3;3;Right;N\A;82;70;68;74;33;69
633;76;Toulouse Football Club;Côte d'ivoire;Ligue 1 Conforama;CDM;3;4;Right;N\A;68;64;72;72;74;80
883;76;OGC Nice;France;Ligue 1 Conforama;CB;2;4;Left;N\A;70;51;68;66;76;76
1667;81;Tottenham Hotspur;France;Premier League;CM;4;3;Right;N\A;80;65;78;87;70;78
1100;75;Stade de Reims;Côte d'ivoire;Ligue 1 Conforama;LB;3;3;Left;N\A;81;48;68;77;70;73
1200;79;Fiorentina;italy;Serie A TiM;RW;4;4;Right;N\A;85;74;71;82;44;64
500;77;Ajax;Romania;Eredivisie;CM;4;4;Right;N\A;69;74;78;75;65;70
817;75;Genoa;Côte d'ivoire;Serie A TiM;ST;3;4;Right;N\A;84;71;61;75;40;70
883;78;Roma;Turkey;Serie A TiM;RW;3;4;Left;N\A;82;75;74;81;37;50
500;75;Houston Dynamo;Honduras;Major League Soccer;RM;4;4;Right;N\A;90;71;63;77;30;72
500;75;Cagliari;Croatia;Serie A TiM;CM;3;3;Right;N\A;74;66;77;75;63;67
983;77;Ajax;Morocco;Eredivisie;RB;3;3;Right;N\A;81;59;72;80;72;69
1667;76;Eintracht Frankfurt;France;Bundesliga;CB;2;3;Left;N\A;68;44;59;61;76;74
1967;77;independiente;Argentina;SAF;RB;4;3;Right;N\A;87;62;72;78;70;72
1000;76;LOSC Lille;Portugal;Ligue 1 Conforama;CDM;4;4;Right;N\A;62;58;71;74;70;75
850;78;KAA Gent;Cameroon;Belgium Pro League;CB;2;5;Right;N\A;68;53;59;67;78;83
717;75;Roma;Holland;Serie A TiM;LW;4;4;Right;N\A;88;72;66;79;37;59
1033;75;FC Girondins de Bordeaux;Nigeria;Ligue 1 Conforama;RM;4;4;Right;N\A;87;65;70;76;31;51
500;75;Al Hilal;Syria;Saudi Professional League;ST;3;3;Right;N\A;80;75;58;71;36;68
3300;75;PAOK;Brazil;Hellas Liga;RB;3;2;Right;N\A;75;61;75;75;69;75
1400;77;Galatasaray SK;Congo DR;Süper Lig;CB;2;2;Right;N\A;73;37;50;52;76;84
750;76;independiente;Argentina;SAF;CB;2;2;Right;N\A;65;34;50;57;76;77
967;76;Manchester City;England;Premier League;CAM;4;3;Left;N\A;74;64;74;79;55;55
650;76;Fiorentina;Serbia;Serie A TiM;CB;2;3;Right;N\A;64;44;62;61;75;81
1833;77;Sporting CP;Brazil;Liga NOS;CM;3;3;Right;N\A;78;71;74;79;72;71
850;76;FC Schalke 04;United States;Bundesliga;CM;3;3;Right;N\A;68;64;69;74;76;83
700;80;Valencia CF;Uruguay;LaLiga Santander;ST;3;3;Right;N\A;64;80;68;73;32;79
500;75;Nottingham Forest;Guinea-Bissau;EFL Championship;CDM;3;4;Right;N\A;67;60;64;68;73;83
750;76;Sevilla FC;France;LaLiga Santander;CB;2;3;Right;N\A;70;31;48;63;78;69
700;76;Trabzonspor;Nigeria;Süper Lig;LM;3;4;Right;N\A;81;74;70;79;33;73
900;76;Real Madrid;Brazil;LaLiga Santander;LW;4;3;Right;N\A;85;72;65;80;29;57
700;75;Sporting CP;Cape Verde islands;Liga NOS;LW;4;4;Right;N\A;86;68;69;80;35;65
500;79;GNK Dinamo Zagreb;Spain;Croatia Liga;CAM;4;4;Right;N\A;80;76;76;82;48;61
583;79;FC Dynamo Kyiv;Ukraine;Ukraine Liga;RM;4;4;Left;N\A;83;73;77;80;47;56
500;75;FC Dynamo Kyiv;Ukraine;Ukraine Liga;CM;3;4;Right;N\A;71;67;70;76;67;49
500;75;Al Taawoun;Cameroon;Saudi Professional League;ST;3;3;Right;N\A;75;74;49;70;24;77
2733;75;Pachuca;Argentina;LiGA Bancomer MX;RM;4;3;Left;N\A;65;71;78;76;47;77
7800;85;Piemonte Calcio;Argentina;Serie A TiM;ST;3;4;Right;N\A;63;85;71;80;31;71
700;77;Genoa;Denmark;Serie A TiM;CM;3;3;Right;N\A;48;74;81;76;63;62
850;79;Fiorentina;Ghana;Serie A TiM;CF;4;4;Right;N\A;65;79;78;80;67;77
500;75;D.C. United;Norway;Major League Soccer;ST;3;3;Right;N\A;74;74;59;72;33;77
2367;83;Piemonte Calcio;Germany;Serie A TiM;CM;2;4;Right;N\A;51;74;78;78;80;80
5800;83;Arsenal;Brazil;Premier League;CB;3;3;Right;N\A;61;65;74;71;82;77
3900;84;Piemonte Calcio;Croatia;Serie A TiM;ST;3;3;Right;N\A;68;80;71;76;65;86
1233;76;Fenerbahçe SK;Denmark;Süper Lig;CB;2;2;Right;N\A;66;40;59;56;75;80
800;82;Shanghai SiPG FC;Austria;CSL;ST;4;4;Right;N\A;80;79;77;81;47;82
3100;83;Piemonte Calcio;Wales;Serie A TiM;CM;3;3;Right;N\A;68;77;79;80;68;74
667;77;Núñez;Argentina;SAF;ST;4;4;Right;N\A;70;77;72;81;31;67
500;79;Dalian Yifang FC;Venezuela;CSL;ST;3;4;Right;N\A;69;77;62;71;37;82
750;76;AS Saint-etienne;France;Ligue 1 Conforama;CB;2;2;Left;N\A;77;37;67;61;76;79
800;75;Tigres U.A.N.L.;Mexico;LiGA Bancomer MX;RB;3;2;Right;N\A;85;61;70;74;71;74
367;76;Spartak Moscow;Germany;League of Russia;LW;3;4;Right;N\A;75;78;72;78;43;68
600;76;Leicester City;Belgium;Premier League;CM;4;4;Right;N\A;69;70;77;78;61;64
500;77;independiente;Chile;SAF;CM;3;3;Left;N\A;65;71;74;72;64;75
883;75;RSC Anderlecht;Belgium;Belgium Pro League;LW;4;4;Right;N\A;71;73;74;76;47;75
1967;83;FC Porto;Portugal;Liga NOS;CDM;3;3;Right;N\A;65;63;72;74;82;85
1000;77;Everton;France;Premier League;RB;3;4;Right;N\A;77;62;74;74;73;79
600;77;Genoa;italy;Serie A TiM;CAM;4;4;Right;N\A;68;67;77;80;43;61
950;75;inter;italy;Serie A TiM;LB;3;3;Left;N\A;76;55;68;71;74;70
1000;78;Beijing Guoan;Brazil;CSL;CDM;3;3;Right;N\A;73;66;76;73;74;75
2333;78;Al Hilal;Peru;Saudi Professional League;RM;4;4;Right;N\A;86;74;72;82;34;67
567;77;Getafe CF;Morocco;LaLiga Santander;CM;3;4;Right;N\A;63;73;79;76;68;67
967;77;Piemonte Calcio;italy;Serie A TiM;RB;3;4;Right;N\A;75;46;69;75;77;72
550;77;Tigres U.A.N.L.;Chile;LiGA Bancomer MX;CAM;4;4;Right;N\A;80;76;70;80;39;67
717;79;SL Benfica;Greece;Liga NOS;CDM;2;3;Right;N\A;57;66;70;70;79;84
1400;81;Piemonte Calcio;Germany;Serie A TiM;CM;3;4;Right;N\A;70;68;77;79;81;84
2467;83;Piemonte Calcio;France;Serie A TiM;CM;3;3;Left;N\A;73;74;79;81;77;80
1033;80;Sevilla FC;Portugal;LaLiga Santander;LM;4;3;Left;N\A;79;75;76;83;30;57
500;75;Club America;Chile;LiGA Bancomer MX;ST;3;3;Right;N\A;68;75;60;69;38;82
1467;76;FC Porto;Colombia;Liga NOS;CM;3;4;Right;N\A;75;72;72;74;68;79
667;79;Olympique de Marseille;Argentina;Ligue 1 Conforama;ST;3;5;Right;N\A;80;80;66;75;38;73
4800;78;FC Porto;Argentina;Liga NOS;RB;3;2;Right;N\A;90;41;68;76;73;79
1333;76;Fenerbahçe SK;Turkey;Süper Lig;RM;4;4;Left;N\A;75;69;78;76;56;69
2767;82;SL Benfica;Portugal;Liga NOS;LM;4;3;Right;N\A;93;71;74;86;50;52
583;77;Genoa;Paraguay;Serie A TiM;ST;4;4;Right;N\A;76;74;71;77;35;64
533;76;San Lorenzo de Almagro;Paraguay;SAF;RM;4;4;Left;N\A;77;73;75;78;35;61
700;75;Bournemouth;Wales;Premier League;RW;3;3;Left;N\A;79;76;72;74;40;49
500;75;KSV Cercle Brugge;Ghana;Belgium Pro League;CM;3;3;Right;N\A;74;63;74;78;69;77
1700;82;Napoli;Mexico;Serie A TiM;RW;4;3;Right;N\A;93;76;73;83;41;66
800;75;Feyenoord;Holland;Eredivisie;RB;3;3;Right;N\A;85;63;71;73;72;70
1133;79;AS Monaco Football Club SA;France;Ligue 1 Conforama;RB;3;3;Right;N\A;84;53;69;76;75;73
950;79;Shenzhen FC;Portugal;CSL;ST;3;3;Right;N\A;55;81;53;71;30;86
1333;77;Borussia Mönchengladbach;Algeria;Bundesliga;LB;3;3;Left;N\A;67;50;68;70;77;80
583;77;independiente;Paraguay;SAF;LM;4;2;Right;N\A;81;71;73;76;44;70
650;75;BSC Young Boys;Côte d'ivoire;Raiffeisen Super League;ST;3;3;Left;N\A;91;73;68;81;29;51
500;75;Bristol City;Hungary;EFL Championship;CDM;3;5;Right;N\A;70;54;76;79;72;61
700;77;Cagliari;Uruguay;Serie A TiM;CM;3;3;Right;N\A;77;67;68;76;76;83
1000;75;Hertha BSC;Belgium;Bundesliga;ST;4;4;Left;N\A;86;74;66;78;28;62
550;77;Núñez;Argentina;SAF;CM;4;4;Right;N\A;77;73;73;77;68;74
800;75;Club Brugge KV;Uruguay;Belgium Pro League;LB;2;3;Left;N\A;71;42;60;63;74;72
500;75;Spartak Moscow;Holland;League of Russia;CAM;3;3;Right;N\A;71;71;71;71;61;73
733;75;Tottenham Hotspur;England;Premier League;LM;4;3;Left;N\A;87;67;68;75;64;62
617;77;Wolverhampton Wanderers;italy;Premier League;ST;3;3;Right;N\A;73;74;56;74;29;69
